MonthYear,Station,"Station_Type ",Entry_Exit,Trip
2023-10,Bondi Junction Station,Train,Entry,597030
2023-10,Bondi Junction Station,Train,Exit,600430
2023-11,Bondi Junction Station,Train,Entry,559980
2023-11,Bondi Junction Station,Train,Exit,547300
2023-12,Bondi Junction Station,Train,Entry,554750
2023-12,Bondi Junction Station,Train,Exit,547830
2024-01,Bondi Junction Station,Train,Entry,557400
2024-01,Bondi Junction Station,Train,Exit,571500
2024-02,Bondi Junction Station,Train,Entry,606750
2024-02,Bondi Junction Station,Train,Exit,603190
2024-03,Bondi Junction Station,Train,Entry,583630
2024-03,Bondi Junction Station,Train,Exit,581820
2024-04,Bondi Junction Station,Train,Entry,503120
2024-04,Bondi Junction Station,Train,Exit,503750
2024-05,Bondi Junction Station,Train,Entry,557550
2024-05,Bondi Junction Station,Train,Exit,555520
2024-06,Bondi Junction Station,Train,Entry,496240
2024-06,Bondi Junction Station,Train,Exit,499750
2016-07,Booragul Station,Train,Entry,620
2016-07,Booragul Station,Train,Exit,580
2016-08,Booragul Station,Train,Entry,1150
2016-08,Booragul Station,Train,Exit,1170
2016-09,Booragul Station,Train,Entry,880
2016-09,Booragul Station,Train,Exit,950
2016-10,Booragul Station,Train,Entry,920
2016-10,Booragul Station,Train,Exit,870
2016-11,Booragul Station,Train,Entry,1020
2016-11,Booragul Station,Train,Exit,1030
2016-12,Booragul Station,Train,Entry,520
2016-12,Booragul Station,Train,Exit,490
2017-01,Booragul Station,Train,Entry,390
2017-01,Booragul Station,Train,Exit,380
2017-02,Booragul Station,Train,Entry,1130
2017-02,Booragul Station,Train,Exit,1010
2017-03,Booragul Station,Train,Entry,1320
2017-03,Booragul Station,Train,Exit,1240
2017-04,Booragul Station,Train,Entry,750
2017-04,Booragul Station,Train,Exit,680
2017-05,Booragul Station,Train,Entry,1110
2017-05,Booragul Station,Train,Exit,1000
2017-06,Booragul Station,Train,Entry,870
2017-06,Booragul Station,Train,Exit,820
2017-07,Booragul Station,Train,Entry,870
2017-07,Booragul Station,Train,Exit,800
2017-08,Booragul Station,Train,Entry,1040
2017-08,Booragul Station,Train,Exit,900
2017-09,Booragul Station,Train,Entry,850
2017-09,Booragul Station,Train,Exit,700
2017-10,Booragul Station,Train,Entry,750
2017-10,Booragul Station,Train,Exit,630
2017-11,Booragul Station,Train,Entry,1030
2017-11,Booragul Station,Train,Exit,850
2017-12,Booragul Station,Train,Entry,590
2017-12,Booragul Station,Train,Exit,550
2018-01,Booragul Station,Train,Entry,430
2018-01,Booragul Station,Train,Exit,420
2018-02,Booragul Station,Train,Entry,910
2018-02,Booragul Station,Train,Exit,890
2018-03,Booragul Station,Train,Entry,970
2018-03,Booragul Station,Train,Exit,920
2018-04,Booragul Station,Train,Entry,810
2018-04,Booragul Station,Train,Exit,730
2018-05,Booragul Station,Train,Entry,1110
2018-05,Booragul Station,Train,Exit,1030
2018-06,Booragul Station,Train,Entry,800
2018-06,Booragul Station,Train,Exit,690
2018-07,Booragul Station,Train,Entry,750
2018-07,Booragul Station,Train,Exit,690
2018-08,Booragul Station,Train,Entry,970
2018-08,Booragul Station,Train,Exit,860
2018-09,Booragul Station,Train,Entry,930
2018-09,Booragul Station,Train,Exit,880
2018-10,Booragul Station,Train,Entry,740
2018-10,Booragul Station,Train,Exit,680
2018-11,Booragul Station,Train,Entry,900
2018-11,Booragul Station,Train,Exit,790
2018-12,Booragul Station,Train,Entry,600
2018-12,Booragul Station,Train,Exit,520
2019-01,Booragul Station,Train,Entry,550
2019-01,Booragul Station,Train,Exit,570
2019-02,Booragul Station,Train,Entry,910
2019-02,Booragul Station,Train,Exit,820
2019-03,Booragul Station,Train,Entry,1100
2019-03,Booragul Station,Train,Exit,950
2019-04,Booragul Station,Train,Entry,820
2019-04,Booragul Station,Train,Exit,770
2019-05,Booragul Station,Train,Entry,1180
2019-05,Booragul Station,Train,Exit,1000
2019-06,Booragul Station,Train,Entry,830
2019-06,Booragul Station,Train,Exit,710
2019-07,Booragul Station,Train,Entry,860
2019-07,Booragul Station,Train,Exit,780
2019-08,Booragul Station,Train,Entry,1000
2019-08,Booragul Station,Train,Exit,920
2019-09,Booragul Station,Train,Entry,950
2019-09,Booragul Station,Train,Exit,850
2019-10,Booragul Station,Train,Entry,980
2019-10,Booragul Station,Train,Exit,890
2019-11,Booragul Station,Train,Entry,1100
2019-11,Booragul Station,Train,Exit,990
2019-12,Booragul Station,Train,Entry,900
2019-12,Booragul Station,Train,Exit,790
2020-01,Booragul Station,Train,Entry,780
2020-01,Booragul Station,Train,Exit,770
2020-02,Booragul Station,Train,Entry,1090
2020-02,Booragul Station,Train,Exit,940
2020-03,Booragul Station,Train,Entry,800
2020-03,Booragul Station,Train,Exit,750
2020-04,Booragul Station,Train,Entry,180
2020-04,Booragul Station,Train,Exit,180
2020-05,Booragul Station,Train,Entry,400
2020-05,Booragul Station,Train,Exit,330
2020-06,Booragul Station,Train,Entry,500
2020-06,Booragul Station,Train,Exit,430
2020-07,Booragul Station,Train,Entry,420
2020-07,Booragul Station,Train,Exit,370
2020-08,Booragul Station,Train,Entry,620
2020-08,Booragul Station,Train,Exit,510
2020-09,Booragul Station,Train,Entry,660
2020-09,Booragul Station,Train,Exit,500
2020-10,Booragul Station,Train,Entry,600
2020-10,Booragul Station,Train,Exit,470
2020-11,Booragul Station,Train,Entry,680
2020-11,Booragul Station,Train,Exit,560
2020-12,Booragul Station,Train,Entry,470
2020-12,Booragul Station,Train,Exit,450
2021-01,Booragul Station,Train,Entry,390
2021-01,Booragul Station,Train,Exit,390
2021-02,Booragul Station,Train,Entry,800
2021-02,Booragul Station,Train,Exit,640
2021-03,Booragul Station,Train,Entry,730
2021-03,Booragul Station,Train,Exit,610
2021-04,Booragul Station,Train,Entry,740
2021-04,Booragul Station,Train,Exit,650
2021-05,Booragul Station,Train,Entry,790
2021-05,Booragul Station,Train,Exit,710
2021-06,Booragul Station,Train,Entry,720
2021-06,Booragul Station,Train,Exit,580
2021-07,Booragul Station,Train,Entry,400
2021-07,Booragul Station,Train,Exit,290
2021-08,Booragul Station,Train,Entry,170
2021-08,Booragul Station,Train,Exit,160
2021-09,Booragul Station,Train,Entry,110
2021-09,Booragul Station,Train,Exit,130
2021-10,Booragul Station,Train,Entry,320
2021-10,Booragul Station,Train,Exit,260
2021-11,Booragul Station,Train,Entry,600
2021-11,Booragul Station,Train,Exit,510
2021-12,Booragul Station,Train,Entry,440
2021-12,Booragul Station,Train,Exit,340
2022-01,Booragul Station,Train,Entry,310
2022-01,Booragul Station,Train,Exit,280
2022-02,Booragul Station,Train,Entry,470
2022-02,Booragul Station,Train,Exit,370
2022-03,Booragul Station,Train,Entry,580
2022-03,Booragul Station,Train,Exit,430
2022-04,Booragul Station,Train,Entry,460
2022-04,Booragul Station,Train,Exit,440
2022-05,Booragul Station,Train,Entry,630
2022-05,Booragul Station,Train,Exit,630
2022-06,Booragul Station,Train,Entry,570
2022-06,Booragul Station,Train,Exit,500
2022-07,Booragul Station,Train,Entry,360
2022-07,Booragul Station,Train,Exit,330
2022-08,Booragul Station,Train,Entry,540
2022-08,Booragul Station,Train,Exit,410
2022-09,Booragul Station,Train,Entry,590
2022-09,Booragul Station,Train,Exit,460
2022-10,Booragul Station,Train,Entry,570
2022-10,Booragul Station,Train,Exit,470
2022-11,Booragul Station,Train,Entry,500
2022-11,Booragul Station,Train,Exit,420
2022-12,Booragul Station,Train,Entry,550
2022-12,Booragul Station,Train,Exit,450
2023-01,Booragul Station,Train,Entry,460
2023-01,Booragul Station,Train,Exit,400
2023-02,Booragul Station,Train,Entry,700
2023-02,Booragul Station,Train,Exit,590
2023-03,Booragul Station,Train,Entry,800
2023-03,Booragul Station,Train,Exit,700
2023-04,Booragul Station,Train,Entry,510
2023-04,Booragul Station,Train,Exit,500
2023-05,Booragul Station,Train,Entry,830
2023-05,Booragul Station,Train,Exit,670
2023-06,Booragul Station,Train,Entry,610
2023-06,Booragul Station,Train,Exit,470
2023-07,Booragul Station,Train,Entry,640
2023-07,Booragul Station,Train,Exit,560
2023-08,Booragul Station,Train,Entry,720
2023-08,Booragul Station,Train,Exit,640
2023-09,Booragul Station,Train,Entry,750
2023-09,Booragul Station,Train,Exit,590
2023-10,Booragul Station,Train,Entry,900
2023-10,Booragul Station,Train,Exit,790
2023-11,Booragul Station,Train,Entry,880
2023-11,Booragul Station,Train,Exit,810
2023-12,Booragul Station,Train,Entry,690
2023-12,Booragul Station,Train,Exit,540
2024-01,Booragul Station,Train,Entry,690
2024-01,Booragul Station,Train,Exit,550
2024-02,Booragul Station,Train,Entry,710
2024-02,Booragul Station,Train,Exit,590
2024-03,Booragul Station,Train,Entry,710
2024-03,Booragul Station,Train,Exit,580
2024-04,Booragul Station,Train,Entry,620
2024-04,Booragul Station,Train,Exit,530
2024-05,Booragul Station,Train,Entry,710
2024-05,Booragul Station,Train,Exit,630
2024-06,Booragul Station,Train,Entry,670
2024-06,Booragul Station,Train,Exit,590
2016-07,Bowral Station,Train,Entry,5760
2016-07,Bowral Station,Train,Exit,5080
2016-08,Bowral Station,Train,Entry,6500
2016-08,Bowral Station,Train,Exit,5330
2016-09,Bowral Station,Train,Entry,9550
2016-09,Bowral Station,Train,Exit,8710
2016-10,Bowral Station,Train,Entry,7280
2016-10,Bowral Station,Train,Exit,6360
2016-11,Bowral Station,Train,Entry,6610
2016-11,Bowral Station,Train,Exit,5700
2016-12,Bowral Station,Train,Entry,6480
2016-12,Bowral Station,Train,Exit,5520
2017-01,Bowral Station,Train,Entry,6510
2017-01,Bowral Station,Train,Exit,5690
2017-02,Bowral Station,Train,Entry,6170
2017-02,Bowral Station,Train,Exit,5300
2017-03,Bowral Station,Train,Entry,7310
2017-03,Bowral Station,Train,Exit,6370
2017-04,Bowral Station,Train,Entry,6950
2017-04,Bowral Station,Train,Exit,6040
2017-05,Bowral Station,Train,Entry,7090
2017-05,Bowral Station,Train,Exit,6310
2017-06,Bowral Station,Train,Entry,6780
2017-06,Bowral Station,Train,Exit,6300
2017-07,Bowral Station,Train,Entry,6840
2017-07,Bowral Station,Train,Exit,6030
2017-08,Bowral Station,Train,Entry,6730
2017-08,Bowral Station,Train,Exit,5690
2017-09,Bowral Station,Train,Entry,9780
2017-09,Bowral Station,Train,Exit,8950
2017-10,Bowral Station,Train,Entry,7630
2017-10,Bowral Station,Train,Exit,6940
2017-11,Bowral Station,Train,Entry,7210
2017-11,Bowral Station,Train,Exit,6380
2017-12,Bowral Station,Train,Entry,6500
2017-12,Bowral Station,Train,Exit,5560
2018-01,Bowral Station,Train,Entry,6210
2018-01,Bowral Station,Train,Exit,5370
2018-02,Bowral Station,Train,Entry,6050
2018-02,Bowral Station,Train,Exit,5180
2018-03,Bowral Station,Train,Entry,7140
2018-03,Bowral Station,Train,Exit,6340
2018-04,Bowral Station,Train,Entry,7320
2018-04,Bowral Station,Train,Exit,6190
2018-05,Bowral Station,Train,Entry,7480
2018-05,Bowral Station,Train,Exit,6400
2018-06,Bowral Station,Train,Entry,6920
2018-06,Bowral Station,Train,Exit,5960
2018-07,Bowral Station,Train,Entry,7250
2018-07,Bowral Station,Train,Exit,6420
2018-08,Bowral Station,Train,Entry,7180
2018-08,Bowral Station,Train,Exit,6250
2018-09,Bowral Station,Train,Entry,9220
2018-09,Bowral Station,Train,Exit,8680
2018-10,Bowral Station,Train,Entry,8480
2018-10,Bowral Station,Train,Exit,7390
2018-11,Bowral Station,Train,Entry,6930
2018-11,Bowral Station,Train,Exit,5900
2018-12,Bowral Station,Train,Entry,6870
2018-12,Bowral Station,Train,Exit,5820
2019-01,Bowral Station,Train,Entry,6430
2019-01,Bowral Station,Train,Exit,5670
2019-02,Bowral Station,Train,Entry,6330
2019-02,Bowral Station,Train,Exit,5450
2019-03,Bowral Station,Train,Entry,7290
2019-03,Bowral Station,Train,Exit,6460
2019-04,Bowral Station,Train,Entry,7590
2019-04,Bowral Station,Train,Exit,6770
2019-05,Bowral Station,Train,Entry,7490
2019-05,Bowral Station,Train,Exit,6410
2019-06,Bowral Station,Train,Entry,7140
2019-06,Bowral Station,Train,Exit,6250
2019-07,Bowral Station,Train,Entry,7800
2019-07,Bowral Station,Train,Exit,6760
2019-08,Bowral Station,Train,Entry,7060
2019-08,Bowral Station,Train,Exit,6360
2019-09,Bowral Station,Train,Entry,8630
2019-09,Bowral Station,Train,Exit,7800
2019-10,Bowral Station,Train,Entry,10750
2019-10,Bowral Station,Train,Exit,10230
2019-11,Bowral Station,Train,Entry,7250
2019-11,Bowral Station,Train,Exit,6410
2019-12,Bowral Station,Train,Entry,6240
2019-12,Bowral Station,Train,Exit,5550
2020-01,Bowral Station,Train,Entry,5640
2020-01,Bowral Station,Train,Exit,4880
2020-02,Bowral Station,Train,Entry,6030
2020-02,Bowral Station,Train,Exit,5330
2020-03,Bowral Station,Train,Entry,4290
2020-03,Bowral Station,Train,Exit,4040
2020-04,Bowral Station,Train,Entry,870
2020-04,Bowral Station,Train,Exit,860
2020-05,Bowral Station,Train,Entry,1690
2020-05,Bowral Station,Train,Exit,1620
2020-06,Bowral Station,Train,Entry,3170
2020-06,Bowral Station,Train,Exit,3090
2020-07,Bowral Station,Train,Entry,3180
2020-07,Bowral Station,Train,Exit,3100
2020-08,Bowral Station,Train,Entry,2730
2020-08,Bowral Station,Train,Exit,2580
2020-09,Bowral Station,Train,Entry,3410
2020-09,Bowral Station,Train,Exit,3230
2020-10,Bowral Station,Train,Entry,4070
2020-10,Bowral Station,Train,Exit,3870
2020-11,Bowral Station,Train,Entry,3470
2020-11,Bowral Station,Train,Exit,3120
2020-12,Bowral Station,Train,Entry,3720
2020-12,Bowral Station,Train,Exit,3470
2021-01,Bowral Station,Train,Entry,2990
2021-01,Bowral Station,Train,Exit,2950
2021-02,Bowral Station,Train,Entry,3760
2021-02,Bowral Station,Train,Exit,3520
2021-03,Bowral Station,Train,Entry,4470
2021-03,Bowral Station,Train,Exit,4130
2021-04,Bowral Station,Train,Entry,5340
2021-04,Bowral Station,Train,Exit,4990
2021-05,Bowral Station,Train,Entry,4510
2021-05,Bowral Station,Train,Exit,4010
2021-06,Bowral Station,Train,Entry,3840
2021-06,Bowral Station,Train,Exit,3690
2021-07,Bowral Station,Train,Entry,1400
2021-07,Bowral Station,Train,Exit,1390
2021-08,Bowral Station,Train,Entry,930
2021-08,Bowral Station,Train,Exit,950
2021-09,Bowral Station,Train,Entry,690
2021-09,Bowral Station,Train,Exit,660
2021-10,Bowral Station,Train,Entry,1230
2021-10,Bowral Station,Train,Exit,1250
2021-11,Bowral Station,Train,Entry,3020
2021-11,Bowral Station,Train,Exit,2690
2021-12,Bowral Station,Train,Entry,3230
2021-12,Bowral Station,Train,Exit,3060
2022-01,Bowral Station,Train,Entry,2230
2022-01,Bowral Station,Train,Exit,2160
2022-02,Bowral Station,Train,Entry,2660
2022-02,Bowral Station,Train,Exit,2410
2022-03,Bowral Station,Train,Entry,2180
2022-03,Bowral Station,Train,Exit,1850
2022-04,Bowral Station,Train,Entry,4450
2022-04,Bowral Station,Train,Exit,4140
2022-05,Bowral Station,Train,Entry,3970
2022-05,Bowral Station,Train,Exit,3560
2022-06,Bowral Station,Train,Entry,3700
2022-06,Bowral Station,Train,Exit,3460
2022-07,Bowral Station,Train,Entry,3110
2022-07,Bowral Station,Train,Exit,2930
2022-08,Bowral Station,Train,Entry,3390
2022-08,Bowral Station,Train,Exit,2990
2022-09,Bowral Station,Train,Entry,5590
2022-09,Bowral Station,Train,Exit,5230
2022-10,Bowral Station,Train,Entry,5180
2022-10,Bowral Station,Train,Exit,4600
2022-11,Bowral Station,Train,Entry,3340
2022-11,Bowral Station,Train,Exit,2960
2022-12,Bowral Station,Train,Entry,4230
2022-12,Bowral Station,Train,Exit,3850
2023-01,Bowral Station,Train,Entry,3970
2023-01,Bowral Station,Train,Exit,3730
2023-02,Bowral Station,Train,Entry,4330
2023-02,Bowral Station,Train,Exit,3900
2023-03,Bowral Station,Train,Entry,4970
2023-03,Bowral Station,Train,Exit,4520
2023-04,Bowral Station,Train,Entry,4490
2023-04,Bowral Station,Train,Exit,4150
2023-05,Bowral Station,Train,Entry,4770
2023-05,Bowral Station,Train,Exit,4280
2023-06,Bowral Station,Train,Entry,4540
2023-06,Bowral Station,Train,Exit,4210
2023-07,Bowral Station,Train,Entry,4970
2023-07,Bowral Station,Train,Exit,4640
2023-08,Bowral Station,Train,Entry,5090
2023-08,Bowral Station,Train,Exit,4650
2023-09,Bowral Station,Train,Entry,7790
2023-09,Bowral Station,Train,Exit,7650
2023-10,Bowral Station,Train,Entry,6280
2023-10,Bowral Station,Train,Exit,5910
2023-11,Bowral Station,Train,Entry,5480
2023-11,Bowral Station,Train,Exit,5060
2023-12,Bowral Station,Train,Entry,5210
2023-12,Bowral Station,Train,Exit,4800
2024-01,Bowral Station,Train,Entry,5260
2024-01,Bowral Station,Train,Exit,4900
2024-02,Bowral Station,Train,Entry,5030
2024-02,Bowral Station,Train,Exit,4610
2024-03,Bowral Station,Train,Entry,5910
2024-03,Bowral Station,Train,Exit,5530
2024-04,Bowral Station,Train,Entry,5900
2024-04,Bowral Station,Train,Exit,5360
2024-05,Bowral Station,Train,Entry,6040
2024-05,Bowral Station,Train,Exit,5680
2024-06,Bowral Station,Train,Entry,4930
2024-06,Bowral Station,Train,Exit,4520
2016-07,Branxton Station,Train,Entry,Less than 50
2016-07,Branxton Station,Train,Exit,60
2016-08,Branxton Station,Train,Entry,Less than 50
2016-08,Branxton Station,Train,Exit,Less than 50
2016-09,Branxton Station,Train,Entry,60
2016-09,Branxton Station,Train,Exit,80
2016-10,Branxton Station,Train,Entry,Less than 50
2016-10,Branxton Station,Train,Exit,Less than 50
2016-11,Branxton Station,Train,Entry,Less than 50
2016-11,Branxton Station,Train,Exit,Less than 50
2016-12,Branxton Station,Train,Entry,Less than 50
2016-12,Branxton Station,Train,Exit,60
2017-01,Branxton Station,Train,Entry,Less than 50
2017-01,Branxton Station,Train,Exit,Less than 50
2017-02,Branxton Station,Train,Entry,60
2017-02,Branxton Station,Train,Exit,110
2017-03,Branxton Station,Train,Entry,110
2017-03,Branxton Station,Train,Exit,100
2017-04,Branxton Station,Train,Entry,60
2017-04,Branxton Station,Train,Exit,60
2017-05,Branxton Station,Train,Entry,90
2017-05,Branxton Station,Train,Exit,90
2017-06,Branxton Station,Train,Entry,60
2017-06,Branxton Station,Train,Exit,Less than 50
2017-07,Branxton Station,Train,Entry,90
2017-07,Branxton Station,Train,Exit,Less than 50
2017-08,Branxton Station,Train,Entry,120
2017-08,Branxton Station,Train,Exit,90
2017-09,Branxton Station,Train,Entry,120
2017-09,Branxton Station,Train,Exit,90
2017-10,Branxton Station,Train,Entry,100
2017-10,Branxton Station,Train,Exit,70
2017-11,Branxton Station,Train,Entry,100
2017-11,Branxton Station,Train,Exit,100
2017-12,Branxton Station,Train,Entry,130
2017-12,Branxton Station,Train,Exit,60
2018-01,Branxton Station,Train,Entry,110
2018-01,Branxton Station,Train,Exit,80
2018-02,Branxton Station,Train,Entry,110
2018-02,Branxton Station,Train,Exit,80
2018-03,Branxton Station,Train,Entry,150
2018-03,Branxton Station,Train,Exit,120
2018-04,Branxton Station,Train,Entry,140
2018-04,Branxton Station,Train,Exit,130
2018-05,Branxton Station,Train,Entry,150
2018-05,Branxton Station,Train,Exit,130
2018-06,Branxton Station,Train,Entry,110
2018-06,Branxton Station,Train,Exit,90
2018-07,Branxton Station,Train,Entry,140
2018-07,Branxton Station,Train,Exit,120
2018-08,Branxton Station,Train,Entry,120
2018-08,Branxton Station,Train,Exit,110
2018-09,Branxton Station,Train,Entry,110
2018-09,Branxton Station,Train,Exit,100
2018-10,Branxton Station,Train,Entry,130
2018-10,Branxton Station,Train,Exit,100
2018-11,Branxton Station,Train,Entry,110
2018-11,Branxton Station,Train,Exit,130
2018-12,Branxton Station,Train,Entry,110
2018-12,Branxton Station,Train,Exit,100
2019-01,Branxton Station,Train,Entry,130
2019-01,Branxton Station,Train,Exit,100
2019-02,Branxton Station,Train,Entry,110
2019-02,Branxton Station,Train,Exit,70
2019-03,Branxton Station,Train,Entry,180
2019-03,Branxton Station,Train,Exit,110
2019-04,Branxton Station,Train,Entry,110
2019-04,Branxton Station,Train,Exit,90
2019-05,Branxton Station,Train,Entry,170
2019-05,Branxton Station,Train,Exit,80
2019-06,Branxton Station,Train,Entry,130
2019-06,Branxton Station,Train,Exit,80
